labels,sentence,kor_sentence
neutral,Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10.,포르툼은 TGK-10의 유일한 소유주가 되기 위해 2.7억 유로에 달하는 비용을 지출할 계획이었다.
neutral,"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company, which it now plans to delist from the Warsaw Stock Exchange.",포르툼은 현재 바르샤바 증권거래소에서 상장폐지를 계획하고 있는 회사 내 주식자본 90.2pct와 의결권 94.4pct를 보유하고 있다.
neutral,"Founded in 1985, Quatrocon's clientele consists of public sector builders, central trading companies and major construction firms.","1985년에 설립된 콰트로콘의 고객층은 공공 부문 건설업자, 중앙 무역 회사, 주요 건설 회사들로 구성되어 있다."
neutral,"from BUSINESS LINE, May 16, 2008 Sriperumbudur, May 15 - Nokia's two key suppliers - Aspocomp and Wintek - are likely to start operations within three months in the Nokia Telecom Park at Sriperumbudur, 45 km west off Chennai.","2008년 5월 16일 비즈니스 라인에서 5월 15일, Nokia의 두 주요 공급업체인 Aspocomp와 Wintek는 첸나이에서 서쪽으로 45km 떨어진 Sriperumbudur에 있는 Nokia Telecom Park에서 3개월 이내에 운영을 시작할 예정입니다."
neutral,"F-Secure Internet Security 2010 is a security service for surfing the web, online banking and shopping, e-mail, and other online activities.","F-Secure Internet Security 2010은 웹 서핑, 온라인 뱅킹 및 쇼핑, 전자 메일 및 기타 온라인 활동을 위한 보안 서비스입니다."
neutral,"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals, companies, and organizations.","F-Secure는 다음과 같이 보고했다: - 2008년 상반기는 개인, 회사 및 조직에 대한 표적 악성 프로그램 공격이 증가하고 있다."
positive,"Furthermore, Novator Finland Oy has entered into a securities lending agreement, whereby Novator Finland Oy will hold directly the same amount of shares that are underlying of the OMX market forwards from May 23 through May 26, 2008.","또한, 노바토르 핀란드 Oy는 2008년 5월 23일부터 5월 26일까지 OMX 시장의 기초가 되는 동일한 양의 주식을 직접 보유하기로 증권 대여 계약을 체결하였다."
neutral,Gearing was 43 % compared to 67 % in 2004.,기어는 2004년의 67%에 비해 43%였다.
neutral,"GENEVA, Feb. 10 -- Tero Aaltonen, Finland has developed a radio resource control method.","제네바, 2월 10일 - 핀란드 테로 알토넨이 무선 자원 통제 방법을 개발했다."
neutral,"Germany's innovational centers are united in focusing at companies, which aim at use of technologies and development of new kinds of activity, through supporting the beginner companies with the entire spectrum of their services.",독일의 혁신센터는 초보자 기업이 서비스 전 영역을 지원할 수 있도록 지원함으로써 기술 활용과 새로운 활동 개발을 지향하는 기업에 집중하는 데 힘을 모은다.
positive,"Glaston, headquartered in Tampere, Finland, is a growing, international glass technology company.",핀란드 탐페레에 본사를 둔 Glaston은 성장하고 있는 국제적인 유리 기술 회사입니다.
neutral,"Glaston's own glass processing unit, Tamglass Glass Processing, is a manufacturer of high quality safety glass products, and operates in Finland.",글래스톤의 자체 유리 가공 회사인 탐글라스 유리 가공은 고품질의 안전 유리 제품을 제조하는 업체로 핀란드에서 운영되고 있다.
neutral,"Glaston's own glass processing unit, Tamglass Glass Processing, is a manufacturer of high quality safety glass products operating in Finland.",글래스톤의 자체 유리 가공 회사인 탐글라스 유리 가공은 핀란드에서 운영되는 고품질 안전 유리 제품 제조업체이다.
neutral,"Global Markets Direct's Pohjola Bank plc - Financial Analysis Review is an in-depth business, financial analysis of Pohjola Bank plc..","Global Markets Direct의 Pohjola Bank plc - Financial Analysis Review는 Pohjola Bank plc의 심층적인 비즈니스, 재무 분석입니다."
negative,GSK announced in November 2008 that it would close its operations in Dartford.,GSK는 2008년 11월 다트포드에 있는 사업장을 폐쇄할 것이라고 발표했다.
neutral,He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State.,그는 브리티시컬럼비아주와 앨버타주의 공인회계사이자 워싱턴주의 공인회계사이다.
neutral,He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001.,1997년 라우타키르자에 입사해 4대 사업 분야 중 하나를 이끌었으며 2001년 사장 겸 CEO로 취임했다.
neutral,"Headline of release dated March 26, 2008 should read : Acacia Subsidiary Enters into Settlement Agreement for Rule Based Monitoring Technology with F-Secure ( sted Acacia Technologies Licenses Rule Based Monitoring Technology to F-Secure ).",2008년 3월 26일자 릴리스 헤드라인에는 아카시아 자회사가 F-Secure와 규칙 기반 모니터링 기술에 대한 합의 계약을 체결했습니다(F-Secure에 아카시아 기술 라이센스 규칙 기반 모니터링 기술).
positive,"HELSINKI, Finland, Sept. 18, 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos' site in Jyvaeskylae.","핀란드 헬싱키, 2009년 9월 18일 (GLOBE NEWSWIRE ) -- Ixonos Plc는 이바이스킬라에 있는 Ixonos의 사이트와 관련하여 회사의 스마트폰 R&D 서비스를 확장하고 새로운 차세대 스마트폰 디자인 사업부를 설립한다."
neutral,"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki, without disclosing financial details.",헬싱키 2010년 5월 19일 - 핀란드 회사인 Leminkainen Oyj (HEL : LEM1S)는 재정 세부 사항을 공개하지 않고 헬싱키 시내 Toolonlahti에 사무실 건물을 지을 것이라고 오늘 밝혔다.
positive,"HELSINKI ( Thomson Financial ) - M-real said it will exercise an option to buy a 50MW natural gas power plant and land in Kyroskoski, Finland, for around 13 mln eur from Kyro Oyj.",헬싱키(Thomson Financial) - M-real은 키로오이로부터 약 13mln유로에 핀란드 키로스코스키에 50MW 규모의 천연가스 발전소와 토지를 매입할 수 있는 옵션을 행사할 것이라고 밝혔다.
neutral,Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT.,노키아 지멘스 네트워크(Nokia Siemens Networks)에서 근무한 마지막 직책은 NSN 글로벌 IT의 비즈니스 인사 책임자였다.
neutral,Her present position is the director of Stockmann's international department stores.,현재 그녀의 직책은 슈톡만의 국제 백화점 이사이다.
neutral,Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch.,NetApp에서는 전략적으로 브랜드를 카테고리에 재배치하고 주요 글로벌 재출시 작업을 수행했습니다.
neutral,"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share.","혼카라켄은 또 어제 B시리즈 주식 88,500주를 주당 2.9유로에 주요 직원들에게 매각하기로 결정했다."
neutral,"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share.","혼카라켄은 또 어제 B시리즈 주식 88,500주를 주요 직원들에게 주당 2.90유로에 매각하기로 결정했다."
neutral,hu will offer a further discount of between 25 % and 50 % on selected books.,hu는 선택된 책들에 대해 25%에서 50% 사이의 추가 할인을 제공할 것이다.
neutral,"If needed, she provides also further information on ferry connections and hotels.",필요한 경우 페리 연결 및 호텔에 대한 추가 정보도 제공합니다.
neutral,"Igor and Oleg Yankov, who currently manage Moron and Vitim, will hold onto the 25 % stake for now.",현재 모론과 비팅을 관리하고 있는 이고르와 올레크 얀코프가 일단 지분 25%를 보유하게 된다.
neutral,Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display.'',브라우저가 폰 서버에서 생성한 이미지 데이터는 비트맵 이미지로 변환되어 디스플레이를 위해 핸드셋으로 전송됩니다.''
neutral,Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ).,이 프로젝트의 시행은 핀란드 회사인 YIT가 투자 펀드인 에블리 부동산 투자 러시아(EPI)와 함께 수행할 것이다.
neutral,"In 2006, 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx.","2006년, EUA의 4억 5천 2백만 톤의 CO2(EU 허용량, EU의 배출량 기준)가 시장가치에 따라 거래되었다."
neutral,"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday, 27 April, 2007 - Q2 ( April - June ) on Friday, 20 July, 2007 - Q3 ( July - September ) on Friday, 26 October, 2007.",2007년 Talentum은 2007년 4월 27일 금요일에 1분기(1~3월) - 2007년 7월 20일 금요일에 2분기(4~6월) - 2007년 10월 26일 금요일에 3분기(7~9월) 중간 보고서를 공개할 예정이다.
neutral,"In 2008, the steel industry accounted for 64 percent of the cargo volumes transported, whereas the energy industry accounted for 28 percent and other industries for 8 percent.","2008년, 철강 산업은 화물 운송량의 64%를 차지한 반면, 에너지 산업은 28%, 기타 산업은 8%를 차지했다."
neutral,"In a letter to Economic Affairs Minister, the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010.",에스토니아 상장 해운회사 탈링크는 경제부 장관에게 보낸 서한에서 2010년 항만 이용료 15% 인하를 받을 수 있도록 승인을 요청하고 있다.
neutral,"In a recent interview with the Financial Times ( FT ), Sampo's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion, confirming earlier statements.",삼포의 이사회 의장 비욘 왈루스는 파이낸셜타임스(FT)와의 최근 인터뷰에서 P&C가 확실히 매물로 나왔으며 가격이 850억 크로네로 책정됐다며 이전의 진술을 확인했다.
neutral,"In a release on Oct. 28, Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad, both part of the Peab Group.",10월 28일 발표에서 피브는 두 사업이 클리프톤과 스톡홀름 엔트레프레나드라는 브랜드로 계속 진행될 것이라고 말했다.
negative,"In addition, a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed.","또한 추후 공고가 있을 때까지 29명의 직원을 추가로 해고할 수 있으며, 필요한 경우 전체 직원을 단기간 동안 해고할 수 있다."
neutral,"In addition, MIDs are always online and enable full Internet browsing.",또한 MID는 항상 온라인 상태이며 전체 인터넷 검색을 가능하게 합니다.
neutral,"In addition, the contract includes modification of the effluent treatment plant at Follum.",또한 계약은 폴럼의 유출물 처리 공장의 변경을 포함한다.
positive,In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future.,추가로 이번 계약에는 마리티엄푸드 AS가 향후 Sandanger AS에 대한 보유 비중을 51%까지 높일 수 있는 콜옵션도 포함되어 있다.
neutral,"In connection with the deal, Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA.",이번 계약과 관련해 디지아는 노키아 출신 19명을 오슬로와 미국 실리콘밸리에서 고용할 예정이다.
neutral,"In his current position, Manty has worked since 1996.",현재 그의 자리에서 맨티는 1996년부터 일했다.
neutral,"In terms of power generation, Fortum produced 39.3 TWh of electricity during the first nine months of 2006, compared with 38.0 TWh during the same period in 2005, according to figures released in the group's latest financial results.","이 그룹의 최근 재무 결과에 따르면, 2006년 9월까지 포텀은 39.3 TWh의 전기를 생산했는데, 2005년 같은 기간의 38.0 TWh와 비교된다."
neutral,"In the financial statement for the first quarter of 2010, Tikkurila is reported under discontinued operations.",2010년 1/4분기 재무제표에 티쿠릴라는 영업이 중단된 것으로 보고되었다.
neutral,"In the fourth quarter of 2006, OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006.",오케이오뱅크는 2006년 4분기 은행투자서비스의 운영환경이 2006년 1~9월과 비슷한 수준을 유지할 것으로 전망했다.
neutral,In the meantime the CEO's duties will be assumed by Outotec's Deputy CEO Seppo Rantakari.,그동안 CEO의 임무는 서포 란타카리 아우토텍 부사장이 맡게 된다.
neutral,"In the sinter plant, limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making.",소결공장에서는 석회암과 코크스바람을 철광석 농축액과 섞어 덩어리로 만들거나 소결시켜 용광로에서 제철 원료로 사용한다.
neutral,"In this way, the industry's starting point has been the consumers' needs.",이렇게 해서 업계의 출발점이 소비자들의 요구였다.
neutral,"In total, more than 3000 surveillance cameras will be handled and managed according to a variety of needs, the company said.",총 3000대 이상의 감시 카메라가 다양한 요구에 따라 처리되고 관리될 것이라고 회사측은 말했다.
neutral,"In volume, the focus is already outside Finland, as 60 % of the group's products are made in Poland and the Baltic countries.","그룹 제품의 60%가 폴란드와 발트해 국가들에서 만들어지기 때문에, 물량면에서 볼 때, 그 초점은 이미 핀란드 밖에 있다."
neutral,"Incap, headquartered in Oulu, Finland, is a electronics contract manufacturer with some 750 employees in Finland, Estonia and India.","핀란드 오울루에 본사를 둔 인셉티브는 핀란드, 에스토니아, 인도에 약 750명의 직원을 두고 있는 전자제품 제조업체이다."
neutral,Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland.,불능계약제조()는 핀란드의 불능기업의 자회사이다.
neutral,"Includes company and brand share data by category, as well as distribution channel data.",카테고리별 회사 및 브랜드 공유 데이터와 유통 채널 데이터를 포함합니다.
neutral,"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007.","인디고와 소몬콤은 377,000명의 구독자를 제공하며 2007년 5월 현재 약 27%의 시장 점유율을 차지하고 있다."
neutral,"industry in Asia +?Pakistan, Malaysia, Taiwan and Philippines Today, Global Research & Data Services is going to publish several market analyses about the cement markets in Asia.",현재 글로벌 리서치 & 데이터 서비스(Global Research & Data Services)는 아시아의 시멘트 시장에 대한 몇 가지 시장 분석을 발표할 예정이다.
neutral,"Intellisync Wireless Email from Nokia is a full-featured wireless e-mail solution that connects users to their e-mail, calendar, contacts, notes and task lists while away from the office, according to the company.","Nokia의 Intellisync Wireless Email은 사무실 밖에 있는 동안 사용자를 이메일, 캘린더, 연락처, 메모 및 작업 목록으로 연결하는 모든 기능을 갖춘 무선 이메일 솔루션입니다."
neutral,Investment management and investment advisory services are the company's sole line of business.,투자 관리 및 투자자문 서비스는 회사의 유일한 사업 라인입니다.
neutral,Investments are not disclosed.,투자는 공개되지 않는다.
neutral,Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ).,제품 개발에 대한 투자는 6.0 mln 유로 ($ 8.8 mln)였다.
neutral,"ISMS does not disclose its financial results, the daily said.",ISMS는 재무 결과를 공개하지 않고 있다고 이 신문은 전했다.
neutral,"It also includes the installation of new equipment, training and start-up services, as well as service work of the shoe press delivered by Vaahto in 2001.","또한 2001년 바흐토가 제공한 신발 프레스 서비스뿐만 아니라 새로운 장비 설치, 교육 및 시동 서비스도 포함된다."
positive,"It currently employs about 750 people and expects headcount to reach 1,000 by end of 2007.","현재 약 750명의 직원을 고용하고 있으며, 2007년 말까지 직원 수가 1,000명에 이를 것으로 예상하고 있다."
neutral,It has been agreed with the company's Board of Directors that she will be available in an advisory role.,그녀가 자문역할을 맡게 될 것이라는 것이 회사의 이사회와 합의되었다.
neutral,It is also in the process of taking a seat on CapMan's board - a course which has the support of CapMan management.,또한 CapMan 경영진의 지원을 받는 CapMan 이사회에 자리를 잡는 과정에 있습니다.
neutral,"It is also set to launch a messaging service in the next few days, which would enable users to access their e-mail accounts on MS Exchange.",그것은 또한 사용자들이 MS Exchange에서 그들의 이메일 계정에 접근할 수 있도록 하는 메시지 서비스를 며칠 안에 시작할 예정이다.
neutral,"It is Estonia's second-largest meat processing company by market share ( according to AC Nielsen's 2008 data, 13 percent ).",AC 닐슨의 2008년 자료에 따르면 이 회사는 에스토니아에서 두 번째로 큰 육류 가공 회사이다.
neutral,It is expected to be online by 2011.,그것은 2011년까지 온라인화될 것으로 예상된다.
positive,"It rose by 15.7 % and by 24.8 % in Finland and abroad, respectively, to EUR 7 million and EUR 4.2 million, due to a 40 % growth in Russia.","핀란드와 해외에서 각각 15.7%, 24.8% 증가한 700만 유로와 420만 유로로 러시아의 40% 성장에 힘입었다."
neutral,It's not.,그런거 아냐.
neutral,It was decided that the auditors are reimbursed according to invoice.,감사인은 청구서에 따라 변제받기로 했습니다.
neutral,It will report full-year results on August 22.,그것은 8월 22일에 1년 동안의 결과를 보고할 것이다.
neutral,"Its annual capacity is some 10,000 MW.","연간 용량은 약 10,000 MW이다."
positive,"Its main business area, the Glass Machinery Group of Glaston Technologies, is the global market leader in glass processing machines.",글라스톤 테크놀로지스의 주요 사업 분야인 글라스 기계 그룹은 유리 가공 기계 분야의 글로벌 시장 선두주자이다.
neutral,Its market share is 6 percent according to AC Nielsen's 2008 data.,AC 닐슨의 2008년 자료에 따르면 그것의 시장 점유율은 6퍼센트이다.
neutral,"Its product portfolio comprises harvesters, forwarders, harvester heads, as well as cranes and loaders.","제품 포트폴리오는 수확기, 포워더, 수확기 헤드, 크레인 및 적재기로 구성됩니다."
neutral,"Janis Arbidans, CEO of YIT Celtnieciba, said the company was focusing on housing and real estate development market.",재니스 아르비단스 YIT 셀트니치바 최고경영자(CEO)는 회사가 주택과 부동산 개발 시장에 집중하고 있다고 말했다.
neutral,"Jeder Beta-Tester erh+Ælt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+?glichkeit, die finale Version zu beeinflussen.","제더 베타 테스터 어 엘트 코스텐로스는 모나테 랑 업데이트와 라우트 고유어 아우세이지 다 M+gl글리치케이트, 다이 피날레 버전 zu beinflussen."
positive,"Jobs will not be transferred from Finland, however.",그러나 일자리는 핀란드에서 이전되지 않을 것이다.
neutral,Joint procurement will be later extended to the factories in the Baltic countries.,공동조달은 이후 발트해 국가 공장으로 확대될 예정이다.
neutral,"Jon Risfelt has previously held operational executive positions in Europolitan, Ericsson, SAS, American Express card and travel divisions, as well as Nyman & Schultz ( CEO ), Vodafone Sweden ( CEO ), and Gambro Renal Products ( CEO ).","Jon Risfelt는 이전에 유럽, Ericsson, SAS, 아메리칸 익스프레스 카드 및 여행 부문과 Nyman & Schultz(최고경영자), Vodafone Swedwin(최고경영자), Gambro Repal Products(최고경영자)에서 운영 임원직을 역임했습니다."
neutral,"Kaleva Kustannus Oy ( business ID 0187274-0 ) has, according to its notice, on 10 August 2009 acquired 4,458,000 Alma Media shares.","칼레바 쿠스타누스 오이(기업 ID 0187274-0)는 2009년 8월 10일 알마 미디어 주식 4,458,000주를 취득했다."
neutral,Karppinen expects the consolidation trend to continue in the Finnish market.,카르피넨은 핀란드 시장에서 통합 추세가 지속될 것으로 예상했다.
positive,Kaupthing forecasts a significant price increase for printing paper in 2007.,카우핑은 2007년에 인쇄 용지의 가격이 크게 오를 것으로 예측했다.
neutral,"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz, in Germany.",카우핑은 핀란드계 스웨덴인 스토라 엔소가 독일 라이홀츠에 있는 제분소를 폐쇄할 것이라고 예측했다.
neutral,Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ).,케미라의 주가는 16.66달러에 마감되었다.
positive,KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers.,KESKO FOOD LTD PRESS RELEASE 04.01.26 AT 13.00 Kesko Food Ltd는 100개의 새로운 K-Food 소매점을 모집하기 위한 주요 TV 캠페인을 시작하고 있습니다.
neutral,"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries, Russia, and Belarus.","Kesko는 북유럽과 발트해 국가, 러시아, 벨라루스에 약 2,000개의 체인점을 가지고 있다."
neutral,Kirsi Rantanen was previously development director for HK Ruokatalo's poultry business.,Kirsi Rantanen은 이전에 HK Ruokatalo의 가금류 사업의 개발 이사였습니다.
neutral,"Koduextra is operating a retail chain of 11 stores, controlled by Finnish Non-Food Center KY, Rukax OY, and Scan-Tukka OY.","Koduextra는 핀란드 비식품 센터 KY, 루카스 OY, 스캔투카 OY가 운영하는 11개의 소매 체인을 운영하고 있다."
neutral,"Koff's market share of the volume of the market was 23.4 %, Karhu's 21.4 %.","코프의 시장 점유율은 23.4%, 카르후는 21.4%였다."
neutral,"L+Ænnen Tehtaat's Food Division was reorganised into two strategic business units, Apetit Frozen Foods and Jams, and Apetit Fish.",L+에넨테하트의 푸드 사업부는 아페티 냉동식품과 잼스와 아페티 피쉬의 두 가지 전략 사업부로 재편되었다.
neutral,"Last year, the firm also acquired Realprojekti Oy, a real estate development company, to advise CapMan on its property activities.",지난해에는 부동산 개발회사인 리얼프로직티오이를 인수해 캡맨의 부동산 활동을 조언하기도 했다.
neutral,"Later on, about 150 Finnish-made houses will be build in the area.",이후 약 150채의 핀란드제 주택이 이 지역에 지어질 예정이다.
neutral,Lemmink+Æinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s.,레밍크+아이넨은 1920년에 지붕을 씌우는 펠트 제조를 시작했고 1930년대에 아스팔트를 생산하기 시작했다.
neutral,"Like all other mechanical pipettors from Biohit, also Proline Plus is CE-IVD marked and comes with a 3-year warranty.",바이오히트의 다른 모든 기계식 피펫터와 마찬가지로 프롤라인 플러스도 CE-IVD 마크가 부착되어 있으며 3년 보증이 제공됩니다.
neutral,"LONDON ( AFX ) - Intertek Group PLC, a testing and inspection company, said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash.",런던 (AFX) &shy; 테스트 및 검사 회사인 인터텍 그룹 PLC는 자사의 상업 및 전기 부문이 핀란드 소재 회사인 Natlabs Oy를 Eteplan Oyj로부터 현금 1.3mln유로에 인수했다고 밝혔다.
neutral,"Loudeye Corp., up $ 2.56 at $ 4.33 Nokia Corp., down 10 cents at $ 19.46 Nokia agreed to buy the digital music distributor for $ 60 million.",라우드아이는 2.56달러 오른 4.33달러 노키아에 10센트 내린 19.46달러에 노키아를 6000만달러에 인수했다.
neutral,( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor. ),(대변인은 WWD에 옷과 집 장식이 50대 50으로 혼합될 것으로 예상한다고 말했습니다. )
neutral,"( ADP News ) - Dec 11, 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) said yesterday it opened a technology research and development ( R&D ) laboratory at Helsinki University of Technology.",(ADP 뉴스) - 2008년 12월 11일 - 핀란드의 전력 공급 솔루션 공급업체인 Efore Oyj (OMX : EFO1V)는 헬싱키 공과대학교에 기술 연구 및 개발 연구소를 열었다고 어제 밝혔다.
positive,"( ADP News ) - Nov 28, 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC, the latest power system in its OPUS product line.",(ADP News ) - 2008년 11월 28일 - 핀란드의 전력 공급 솔루션 공급업체 Efore Oyj(OMX : EFO1V)는 OPUS 제품군의 최신 전력 시스템인 OPUS DC를 오늘 출시했다고 발표했습니다.
positive,"( ADP News ) - Nov 3, 2008 - Finnish cargo handling systems and services company Cargotec Oyj ( OMX : CGCBV ) said today that it acquired 80 % stakes in Italian service companies CVS Technoports Srl and CVS Service Srl from Italian handli",(ADP News ) - 2008년 11월 3일 - 핀란드 화물 처리 시스템 및 서비스 회사 Cargotec Oyj (OMX : CGCBV)는 이탈리아 핸드리로부터 이탈리아 서비스 회사 CVS Technoports Srl 및 CVS Service Srl의 지분 80%를 인수했다고 오늘 밝혔다.
neutral,"( ADP News ) - Nov 3, 2008 - Finnish paper, packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi","(ADP News ) - 2008년 11월 3일 - 핀란드의 제지, 포장 및 임산물 회사인 Stora Enso Oyj (OMX : STERV)는 오늘 Ostroleka Mi의 발전소 건설에 1억 3,700만 유로 ($176.6 m)를 투자할 것이라고 발표했습니다."
positive,"( ADPnews ) - Nov 9, 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB, t","(ADP news) - 2009년 11월 9일 - 스웨덴 국영 약국 독점기업인 Apoteket AB, t의 구조조정 일환으로 판매되는 모든 약국 상점을 합쳐서 59억 크로네(USD854m-EUR 571.8m)에 4개 회사가 구매하기로 합의했다."
neutral,( The acquisition sum has not been disclosed. ),(인수금액은 공개되지 않았습니다. )
neutral,"Luna took fifth place on six-under 207, a shot behind Spain's Beatriz Recari and Germany's Martina Eberl, while Welsh player Becky Brewerton was the highest-placed British finisher, sharing seventh place on three-under 210 after shooting 71.","루나는 6언더파 207타로 스페인 베아트리즈 레카리, 독일 마르티나 에벌에 이어 5위를 차지했고 웨일스 선수 베키 브루어튼은 71타를 친 뒤 3언더파 210타로 공동 7위에 올랐다."
neutral,"Maggie Ramsey's wait - and those of thousands of Oregon and Washington guides, anglers and others who flock to his frequent seminars - is nearly over.","매기 램지와 오리건주와 워싱턴주의 가이드들, 낚시꾼들, 그리고 그의 빈번한 세미나에 몰려든 수천 명의 다른 사람들의 기다림은 거의 끝나가고 있다."
neutral,"MANAVIGATOR-November 1, 2010-Deal snapshot : SWEDISH PEAB BUYS EQUIPMENT RENTAL FIRM CRAMO Swedish construction company Peab AB ( STO : PEAB B ) announced the acquisition of equipment rental company Cramo Entreprenadmaskiner AB from Finnish group Cramo Oyj ( HEL : CRA1V ).",MANAVIGATO-2010년 11월 1일-딜 스냅샷: 스웨덴 PEAB BUYS Equipment RETAB B(스웨덴 건설 회사 PEAB B)는 핀란드 그룹 Cramo Oyj1로부터 장비 임대 회사 Cramo Entrepadmaskin AB를 인수했다고 발표했습니다.
neutral,"Marathon now has a 4.6 percent stake in PLX, it said, according to Bloomberg.",블룸버그에따르면 마라톤은 현재 PLX의 지분 4.6%를 보유하고 있다.
neutral,Market data and analytics are derived from primary and secondary research.,시장 데이터와 분석은 1차 및 2차 연구에서 도출된다.
positive,"Martela said plans to expand its recycled furniture business elsewhere in Finland, too.",마르텔라는 핀란드의 다른 지역에서도 재활용 가구 사업을 확장할 계획이라고 말했다.
neutral,"May 29, 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat, fish and poultry market in Finland.","2010년 5월 29일(CompaniesandMarkets.com, Newstex ) -- 이 보고서는 핀란드의 육류, 생선 및 가금류 시장에 대한 주요 데이터와 정보를 제공합니다."
neutral,"Meanwhile, Alfa owns 25.1 % of MegaFon through Altimo, and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding.","한편 알파는 알티모를 통해 메가폰의 지분 25.1%, 쿠쿠로바 홀딩의 지분 18.5%를 통해 투르크셀의 4.99%를 소유하고 있다."
neutral,"Mercator will use the software for its logistic, retail and wholesale operations in Slovenia and its other markets in southeastern Europe.","메르카토르는 슬로베니아와 남동유럽의 다른 시장에서의 물류, 소매 및 도매 업무에 이 소프트웨어를 사용할 것이다."
neutral,Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 %.,Metsa-Botnia는 우루과이 회사들과 Metsaliitto의 지분 82.1%를 5.5% 매각할 예정입니다.
negative,"Metso Foundries Jyvaskyla, Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla, Finland.","Metso Foundrys Jyvaskyla, Inc.는 핀란드 Jyvaskyla에서 일시 해고와 인원 감축에 대한 인사 협상을 시작할 것이다."
neutral,"Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008, the company said.",Metso Foundrys Jyvaskyla Oy는 2008년 9월 30일까지 이 라인의 생산을 중단할 것이라고 밝혔다.
neutral,Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008.,Metso Foundrys Jyvaskyla Oy는 2008년 9월 30일까지 이 라인의 생산을 중단할 예정입니다.
neutral,"Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia, southern Finland, to a group of Finnish investors, who will operate the business under the name of Finbow Oy.",멧소 오이지는 핀란드 남부 노키아에 있는 자사의 스프레더롤 제조 사업과 관련 자산을 핀보우 오이라는 이름으로 사업을 운영할 핀란드 투자자들에게 매각했다고 밝혔다.
